Position,Genre,Age,Nationality,Needs to be relocated,Years of experience,Number of previous companies,Desired salary,Interested in freelance positions,Interested in permanent positions,Human resource score,Tech score,Exam score,Average score,Offer,Hired
Software architect,Female,36,British,True,10,9,55000,False,False,0,4,4,2.67,45106,True
Devops,Female,34,Irish,False,12,2,48000,False,False,0,3,3,2.0,46364,True
Software architect,Female,37,Italian,True,10,7,55000,False,False,2,4,3,3.0,50835,True
Scrum master,Female,47,French,False,19,3,47000,False,True,4,3,2,3.0,39553,True
Software developer,Female,38,Turkish,False,9,2,29000,False,False,0,0,2,0.67,,
Software architect,Female,38,Indian,False,10,8,55000,True,True,0,1,3,1.33,45285,False
CTO,Male,46,British,False,20,11,70000,True,True,3,1,3,2.33,58171,True
Scrum master,Female,47,Turkish,False,19,6,47000,False,True,0,3,4,2.33,43012,True
Product owner,Female,35,Portuguese,False,12,7,40000,False,False,2,4,0,2.0,38384,False
Product owner,Male,34,Indian,False,12,5,40000,False,False,0,4,1,1.67,37020,True
Scrum master,Female,45,Irish,False,19,9,47000,False,True,4,0,1,1.67,40766,False
Devops,Female,37,Spanish,False,12,8,48000,False,True,4,0,1,1.67,46035,False
Scrum master,Male,45,British,False,19,4,47000,False,False,0,0,2,0.67,,
Sysops,Male,35,British,False,7,6,273000,False,False,3,2,1,2.0,242535,False
Sysops,Female,35,Spanish,True,7,5,273000,False,True,1,4,4,3.0,248747,False
CTO,Female,49,British,True,20,11,70000,False,False,0,1,0,0.33,,
Software developer,Female,37,Spanish,False,9,6,29000,False,False,3,0,1,1.33,25805,True
Devops,Female,38,Portuguese,False,12,11,48000,True,False,2,3,0,1.67,42654,True
Scrum master,Female,48,Spanish,True,19,9,47000,False,False,1,0,2,1.0,40469,True
Software developer,Female,31,British,False,9,1,29000,False,True,4,3,0,2.33,27911,True
Software architect,Male,37,Indian,False,10,1,55000,True,False,4,0,3,2.33,54253,True
Scrum master,Male,45,Indian,False,19,14,47000,False,True,1,1,3,1.67,44577,True
Software engineer,Female,32,British,False,3,2,38000,False,True,2,1,1,1.33,35357,False
Sysops,Male,34,Portuguese,True,7,1,273000,False,True,1,1,1,1.0,262467,False
CTO,Male,46,Portuguese,False,20,15,70000,False,False,3,4,4,3.67,56034,True
Software engineer,Female,27,French,True,3,2,38000,False,False,4,0,2,2.0,34328,True
CTO,Female,46,Portuguese,False,20,2,70000,False,False,4,2,2,2.67,58235,False
Sysops,Male,29,Italian,True,7,2,273000,False,False,0,1,3,1.33,270360,True
Software developer,Male,33,Brazilian,False,9,6,29000,True,False,3,1,2,2.0,25436,False
Scrum master,Female,45,Portuguese,False,19,10,47000,True,True,0,4,1,1.67,44142,False
Scrum master,Male,46,Turkish,True,19,2,47000,True,True,4,3,1,2.67,38014,False
Software engineer,Female,25,Indian,False,3,1,38000,False,True,0,0,1,0.33,,
Software architect,Male,39,Italian,False,10,3,55000,False,False,1,3,2,2.0,48253,False
Scrum master,Male,41,Italian,True,19,7,47000,True,False,0,0,2,0.67,,
Software architect,Female,32,Spanish,True,10,4,55000,True,True,2,2,4,2.67,51219,False
CTO,Male,46,Portuguese,True,20,12,70000,False,True,1,3,3,2.33,60426,True
Software engineer,Female,25,Indian,True,3,2,38000,False,False,3,2,3,2.67,35351,False
Scrum master,Male,43,Irish,False,19,2,47000,True,True,1,4,3,2.67,44968,False
CTO,Female,46,British,False,20,4,70000,False,True,1,0,1,0.67,,
Product owner,Male,41,Spanish,False,12,7,40000,False,False,2,4,3,3.0,35993,True
Devops,Male,36,Brazilian,False,12,11,48000,True,True,1,4,0,1.67,42806,True
Software architect,Female,37,Portuguese,False,10,7,55000,False,False,4,4,2,3.33,51254,False
CTO,Female,45,Indian,False,20,13,70000,False,False,0,0,2,0.67,,
Devops,Female,41,French,False,12,9,48000,True,False,4,0,4,2.67,40015,False
CTO,Male,48,Spanish,False,20,9,70000,False,False,4,3,2,3.0,60897,False
Sysops,Male,30,Spanish,True,7,4,273000,False,False,3,2,2,2.33,242521,True
Software developer,Female,35,Turkish,False,9,6,29000,True,False,1,0,4,1.67,24816,False
Scrum master,Male,43,Turkish,True,19,17,47000,False,False,0,2,4,2.0,46819,True
Software engineer,Male,28,Turkish,True,3,1,38000,True,True,1,2,0,1.0,37443,False
CTO,Male,45,Irish,False,20,7,70000,False,False,1,0,2,1.0,65334,True
Software architect,Male,35,Indian,False,10,8,55000,False,True,2,3,0,1.67,45674,False
Software developer,Male,35,Italian,False,9,2,29000,False,True,0,3,3,2.0,27582,True
Software engineer,Male,27,Indian,True,3,1,38000,True,False,4,2,3,3.0,36789,False
Scrum master,Female,41,French,True,19,12,47000,True,True,3,2,3,2.67,42607,True
Software architect,Male,38,French,False,10,7,55000,True,True,4,2,2,2.67,53735,False
Product owner,Male,34,Turkish,False,12,10,40000,False,False,1,2,3,2.0,39458,True
Sysops,Male,31,Italian,True,7,3,273000,False,True,0,1,3,1.33,236631,False
Software developer,Female,38,Irish,False,9,7,29000,False,True,4,2,4,3.33,23865,True
CTO,Female,47,Indian,True,20,16,70000,False,False,1,4,0,1.67,57568,True
Software developer,Female,31,Italian,True,9,6,29000,False,True,1,0,2,1.0,28080,True
Software architect,Female,34,Irish,False,10,2,55000,True,False,4,0,1,1.67,44888,True
Devops,Male,35,Turkish,False,12,4,48000,False,False,2,1,2,1.67,43456,False
Software architect,Female,39,Spanish,False,10,8,55000,False,True,1,0,2,1.0,46585,True
CTO,Male,45,Indian,False,20,5,70000,False,False,4,2,4,3.33,67962,False
Scrum master,Male,43,Indian,True,19,1,47000,True,False,2,3,2,2.33,43271,True
Product owner,Female,37,Italian,False,12,7,40000,False,True,2,0,4,2.0,36259,True
CTO,Male,47,British,False,20,13,70000,False,True,2,1,3,2.0,64623,False
Software architect,Male,33,Turkish,True,10,7,55000,False,False,3,3,1,2.33,45371,False
Software engineer,Female,26,Turkish,True,3,2,38000,False,True,1,4,0,1.67,36687,False
Scrum master,Female,42,British,False,19,10,47000,False,True,3,2,1,2.0,45757,False
Product owner,Female,38,Indian,False,12,3,40000,False,False,1,3,1,1.67,33229,False
Sysops,Male,35,Brazilian,False,7,5,273000,False,True,1,2,2,1.67,223868,False
Software architect,Female,35,British,True,10,6,55000,True,False,0,4,3,2.33,47336,False
Software architect,Female,34,Indian,False,10,6,55000,True,True,4,3,4,3.67,46632,True
Scrum master,Male,46,British,False,19,17,47000,False,False,1,0,1,0.67,,
Sysops,Male,31,French,False,7,6,273000,False,False,1,0,3,1.33,219029,True
Software developer,Male,38,Irish,False,9,3,29000,False,True,4,4,3,3.67,26755,False
Scrum master,Male,48,French,False,19,8,47000,False,True,1,3,0,1.33,43130,True
Product owner,Female,39,French,True,12,8,40000,False,False,4,4,2,3.33,37403,False
Software developer,Female,32,British,False,9,5,29000,False,True,0,0,4,1.33,27190,True
Software developer,Male,38,French,False,9,3,29000,True,True,0,4,1,1.67,25334,True
Software engineer,Female,31,Italian,True,3,2,38000,False,True,4,3,2,3.0,37486,False
CTO,Male,48,Irish,False,20,18,70000,False,True,3,1,2,2.0,56643,False
Scrum master,Female,43,Indian,True,19,6,47000,True,True,0,1,1,0.67,,
Software developer,Female,31,Brazilian,True,9,7,29000,False,True,0,4,2,2.0,24974,True
Sysops,Female,29,Irish,False,7,3,273000,False,True,4,1,2,2.33,241445,False
Sysops,Male,35,Spanish,True,7,5,273000,True,False,3,1,0,1.33,246794,True
Software engineer,Female,28,Brazilian,False,3,2,38000,True,True,2,1,2,1.67,34911,False
Devops,Female,38,Irish,False,12,7,48000,False,False,3,2,2,2.33,41122,False
Software architect,Male,33,British,False,10,7,55000,True,False,1,0,1,0.67,,
CTO,Male,45,French,False,20,7,70000,False,False,2,0,2,1.33,57981,False
Software architect,Male,39,Brazilian,False,10,2,55000,True,True,2,2,4,2.67,46690,True
Sysops,Female,36,Turkish,False,7,6,273000,False,False,0,2,2,1.33,262576,False
Product owner,Male,38,Portuguese,True,12,2,40000,False,False,1,2,0,1.0,33844,True
Product owner,Female,40,Italian,False,12,1,40000,False,True,1,1,0,0.67,,
CTO,Female,42,Brazilian,True,20,8,70000,False,True,1,3,2,2.0,59765,True
Software engineer,Female,26,Turkish,False,3,2,38000,True,False,4,3,4,3.67,36091,True
CTO,Male,47,Portuguese,False,20,16,70000,False,False,1,3,3,2.33,63447,True
Devops,Male,39,French,False,12,3,48000,False,False,4,3,2,3.0,46025,False
Software architect,Female,34,Portuguese,True,10,9,55000,True,True,0,2,1,1.0,46574,False
Devops,Male,36,Turkish,False,12,4,48000,False,False,2,1,0,1.0,40963,False
Software architect,Male,34,Italian,True,10,5,55000,True,True,4,1,3,2.67,46882,True
Software architect,Female,32,Brazilian,True,10,1,55000,True,False,2,0,1,1.0,51282,False
Software architect,Female,37,Italian,False,10,2,55000,False,True,0,2,4,2.0,54779,True
Devops,Male,40,Spanish,False,12,2,48000,True,False,2,2,4,2.67,46310,True
Devops,Male,39,Indian,False,12,8,48000,False,False,1,0,2,1.0,47373,False
Devops,Female,35,Portuguese,False,12,5,48000,False,False,1,3,3,2.33,47644,False
Devops,Male,34,Irish,False,12,6,48000,False,False,2,0,3,1.67,47093,False
Sysops,Male,29,Portuguese,True,7,3,273000,False,True,4,3,1,2.67,247737,False
CTO,Female,45,Irish,False,20,18,70000,False,True,1,3,1,1.67,61493,True
Devops,Female,36,Irish,False,12,6,48000,False,False,2,4,0,2.0,41443,True
Devops,Male,36,Irish,True,12,8,48000,False,False,0,1,4,1.67,45944,True
CTO,Male,44,French,False,20,16,70000,False,True,0,4,0,1.33,68410,False
CTO,Female,48,Brazilian,False,20,19,70000,False,False,1,4,3,2.67,63673,True
Scrum master,Female,44,French,False,19,16,47000,False,False,0,2,4,2.0,40504,True
Devops,Male,36,Irish,False,12,1,48000,True,False,2,0,0,0.67,,
CTO,Male,43,Turkish,False,20,8,70000,False,False,3,3,4,3.33,68783,False
Scrum master,Male,46,Irish,False,19,5,47000,False,False,2,2,1,1.67,44603,True
CTO,Female,48,Brazilian,False,20,18,70000,True,True,0,2,0,0.67,,
Software engineer,Female,27,Indian,False,3,1,38000,False,False,1,1,1,1.0,31464,True
Sysops,Female,30,Portuguese,False,7,5,273000,False,True,1,3,3,2.33,246930,True
Sysops,Female,34,British,True,7,6,273000,False,False,0,4,1,1.67,259580,True
Scrum master,Male,48,French,False,19,15,47000,False,True,3,2,4,3.0,42075,True
Software architect,Female,36,Italian,False,10,6,55000,False,False,3,1,3,2.33,47036,False
CTO,Male,43,Indian,False,20,13,70000,False,True,4,0,2,2.0,69018,False
Software engineer,Male,31,Italian,False,3,2,38000,False,False,0,2,3,1.67,35937,True
Product owner,Female,41,British,False,12,3,40000,False,True,1,0,4,1.67,33464,False
Software developer,Female,37,British,False,9,6,29000,False,True,1,1,3,1.67,25538,False
Software engineer,Female,25,Indian,False,3,1,38000,False,True,1,0,1,0.67,,
Devops,Female,37,Irish,False,12,1,48000,True,True,2,3,4,3.0,47683,True
Sysops,Female,33,Spanish,False,7,5,273000,False,True,0,2,4,2.0,220500,True
CTO,Male,45,Turkish,False,20,10,70000,True,False,2,4,4,3.33,67336,True
Devops,Female,39,Indian,False,12,7,48000,False,False,3,2,0,1.67,46121,False
CTO,Female,44,Portuguese,False,20,16,70000,True,False,3,1,4,2.67,62624,True
Product owner,Male,41,Irish,False,12,1,40000,False,True,2,0,0,0.67,,
Scrum master,Female,44,Italian,False,19,14,47000,False,True,1,1,3,1.67,45198,False
Scrum master,Male,43,Indian,False,19,1,47000,True,False,2,0,2,1.33,46506,False
Devops,Male,36,Portuguese,False,12,3,48000,True,True,2,0,4,2.0,44612,True
CTO,Female,42,Brazilian,True,20,19,70000,False,False,0,0,1,0.33,,
Scrum master,Male,46,Italian,True,19,1,47000,False,True,1,0,4,1.67,43130,False
Scrum master,Male,45,Portuguese,False,19,6,47000,False,False,4,4,3,3.67,46517,False
Software engineer,Female,31,Portuguese,True,3,2,38000,False,False,4,4,2,3.33,36300,False
CTO,Female,44,Turkish,True,20,2,70000,False,False,3,4,1,2.67,56382,False
Software architect,Male,38,Portuguese,False,10,7,55000,False,False,0,4,3,2.33,46075,True
Software architect,Female,33,Italian,False,10,3,55000,False,True,4,2,0,2.0,47029,False
Software engineer,Female,29,Brazilian,True,3,2,38000,False,False,4,1,3,2.67,33917,True
Sysops,Male,33,French,False,7,2,273000,True,True,2,2,3,2.33,261430,True
CTO,Female,43,Irish,False,20,18,70000,False,False,1,0,4,1.67,63683,True
Software architect,Female,39,French,False,10,5,55000,True,True,3,4,0,2.33,50253,False
Software engineer,Male,32,Turkish,False,3,2,38000,False,True,4,1,1,2.0,34248,True
Software architect,Male,35,Brazilian,False,10,3,55000,True,True,0,0,1,0.33,,
CTO,Male,43,Brazilian,False,20,18,70000,False,True,1,4,0,1.67,58992,False
Devops,Female,41,British,False,12,7,48000,False,False,4,1,2,2.33,39585,False
Scrum master,Male,41,French,False,19,7,47000,False,True,3,4,0,2.33,38236,False
Devops,Male,34,Irish,True,12,4,48000,False,False,2,3,3,2.67,43392,True
Devops,Male,36,Irish,True,12,8,48000,True,False,2,0,1,1.0,42200,False
Sysops,Male,33,French,False,7,3,273000,True,False,3,0,1,1.33,250785,False
Sysops,Male,35,Indian,True,7,5,273000,False,True,4,3,4,3.67,231120,True
Scrum master,Female,43,French,False,19,7,47000,False,True,1,0,3,1.33,46590,True
Product owner,Female,37,Turkish,True,12,10,40000,False,False,2,3,2,2.33,36199,True
Software architect,Male,32,Turkish,False,10,7,55000,True,True,4,2,1,2.33,45555,True
Devops,Male,35,Portuguese,True,12,7,48000,False,False,3,3,3,3.0,44936,False
Scrum master,Male,47,Turkish,False,19,9,47000,False,False,4,0,1,1.67,44521,False
Software developer,Female,36,French,True,9,2,29000,False,True,3,4,0,2.33,25029,False
Software architect,Female,33,Spanish,False,10,9,55000,True,False,0,4,3,2.33,49931,True
CTO,Male,45,Turkish,False,20,2,70000,False,True,4,2,2,2.67,63502,True
Software architect,Female,32,Indian,True,10,1,55000,False,False,4,1,4,3.0,50063,True
Software architect,Female,35,Indian,False,10,2,55000,False,False,0,0,3,1.0,49157,False
Devops,Female,34,Italian,False,12,3,48000,False,False,4,3,0,2.33,44616,False
Software developer,Male,38,Portuguese,False,9,5,29000,False,True,4,4,1,3.0,28009,True
Product owner,Female,37,Brazilian,True,12,10,40000,False,False,3,4,2,3.0,34947,True
Product owner,Male,40,Irish,False,12,1,40000,False,False,0,2,4,2.0,38167,False
Scrum master,Female,43,French,True,19,1,47000,True,True,2,1,2,1.67,41139,False
CTO,Female,44,Brazilian,False,20,4,70000,True,True,3,3,2,2.67,59603,True
Scrum master,Female,48,Spanish,False,19,17,47000,False,False,2,1,3,2.0,42705,True
Software developer,Female,32,Portuguese,False,9,2,29000,False,False,3,3,1,2.33,25954,True
Software architect,Male,32,Italian,False,10,9,55000,False,False,3,1,3,2.33,50818,False
CTO,Male,44,Portuguese,False,20,17,70000,False,True,0,2,2,1.33,67657,True
Devops,Male,38,British,False,12,1,48000,False,False,2,3,0,1.67,39371,False
Software developer,Female,36,Spanish,False,9,3,29000,True,False,2,3,0,1.67,26095,True
Devops,Female,37,Brazilian,False,12,8,48000,False,True,1,3,2,2.0,45290,False
Software developer,Male,32,Turkish,False,9,3,29000,False,True,2,2,4,2.67,26724,True
CTO,Female,42,Portuguese,False,20,3,70000,False,True,3,0,3,2.0,56684,True
Software developer,Female,37,Spanish,False,9,1,29000,False,True,3,4,4,3.67,28061,False
Software architect,Male,35,Brazilian,False,10,4,55000,False,False,0,0,1,0.33,,
Software developer,Female,33,British,False,9,7,29000,False,False,3,0,2,1.67,23721,False
Devops,Male,39,Portuguese,True,12,6,48000,False,True,3,1,1,1.67,45971,True
Sysops,Female,34,Spanish,False,7,1,273000,False,True,1,1,2,1.33,267182,True
Software architect,Female,37,French,True,10,2,55000,True,True,0,4,3,2.33,45137,True
Software architect,Male,36,Turkish,False,10,8,55000,True,False,3,0,4,2.33,45719,True
Scrum master,Female,46,Brazilian,False,19,2,47000,True,True,0,1,0,0.33,,
Scrum master,Male,43,Turkish,False,19,13,47000,False,True,2,3,3,2.67,40908,True
Scrum master,Female,45,Italian,False,19,18,47000,True,True,1,3,1,1.67,42091,False
Software architect,Female,37,British,False,10,7,55000,False,True,0,1,4,1.67,51501,False
Software architect,Male,32,Indian,False,10,1,55000,True,False,4,0,1,1.67,47631,False
Software architect,Male,37,Irish,False,10,3,55000,True,True,1,0,4,1.67,46038,False
Product owner,Male,36,Irish,False,12,11,40000,False,True,1,4,2,2.33,35618,False
Software architect,Male,38,Portuguese,False,10,4,55000,False,False,0,3,3,2.0,45405,False
Sysops,Female,35,Italian,False,7,2,273000,False,True,1,4,2,2.33,269932,False
Software architect,Female,39,British,False,10,8,55000,False,True,0,1,4,1.67,50830,False
Software architect,Male,33,Indian,False,10,5,55000,True,True,3,3,4,3.33,54671,True
CTO,Female,46,Indian,False,20,7,70000,False,False,4,3,2,3.0,66805,False
Scrum master,Female,44,French,False,19,6,47000,False,True,4,4,1,3.0,40249,True
Devops,Male,34,Italian,False,12,10,48000,False,False,2,1,1,1.33,40983,False
Devops,Female,37,Portuguese,True,12,5,48000,False,True,1,0,3,1.33,40123,False
Product owner,Male,35,British,True,12,3,40000,False,False,2,0,3,1.67,32388,True
Software developer,Female,36,Irish,False,9,6,29000,False,False,2,4,2,2.67,26018,True
Sysops,Female,30,Irish,False,7,3,273000,False,False,4,3,0,2.33,232918,False
Software architect,Male,37,British,False,10,4,55000,False,False,1,0,2,1.0,54869,False
Software architect,Male,37,Spanish,False,10,9,55000,False,False,2,2,3,2.33,45249,True
Software engineer,Male,27,French,False,3,1,38000,False,False,2,2,4,2.67,32149,True
Product owner,Male,41,Spanish,False,12,3,40000,False,True,4,3,0,2.33,38143,True
Devops,Male,37,Portuguese,True,12,7,48000,True,False,3,2,2,2.33,39408,True
Devops,Female,38,Spanish,False,12,1,48000,True,False,2,0,2,1.33,43642,True
Product owner,Female,37,Portuguese,False,12,7,40000,False,True,4,2,0,2.0,37255,True
Software architect,Male,39,Spanish,True,10,4,55000,False,True,2,3,3,2.67,47333,True
Product owner,Female,35,French,False,12,7,40000,False,True,3,2,3,2.67,39390,True
Software developer,Female,38,British,False,9,2,29000,False,True,1,2,1,1.33,26161,False
Scrum master,Male,44,Portuguese,False,19,16,47000,True,False,1,3,4,2.67,45945,True
Software developer,Male,33,Italian,True,9,3,29000,False,False,4,0,1,1.67,27104,False
Sysops,Female,36,Indian,False,7,5,273000,False,True,3,1,1,1.67,246007,True
Software engineer,Male,32,Turkish,True,3,2,38000,True,True,4,2,1,2.33,33429,False
Product owner,Male,40,Spanish,False,12,8,40000,False,True,0,1,2,1.0,37415,False
Product owner,Female,37,Turkish,True,12,11,40000,False,True,2,1,4,2.33,32251,True
Software architect,Female,35,British,False,10,6,55000,False,True,4,4,3,3.67,46591,True
Software architect,Female,33,Brazilian,False,10,6,55000,False,True,4,4,2,3.33,49620,True
Software developer,Female,38,Indian,False,9,7,29000,False,False,0,2,4,2.0,24287,False
Software engineer,Female,26,Portuguese,False,3,2,38000,False,False,4,4,4,4.0,31664,True
CTO,Female,44,French,False,20,1,70000,False,True,2,4,4,3.33,60382,True
Software engineer,Male,25,British,True,3,1,38000,False,False,1,4,3,2.67,36176,True
Software architect,Male,34,Portuguese,False,10,2,55000,False,True,0,2,1,1.0,49141,True
Sysops,Male,30,Spanish,True,7,6,273000,False,False,3,3,2,2.67,241943,True
Software architect,Male,39,Irish,False,10,9,55000,False,True,1,1,2,1.33,48113,True
